-84.677017, 34.073638,"Taco Bell Acwort..."
-84.683302, 34.035985,"Taco Bell Acworth/..."
-84.575512, 34.087508,"Taco Bell Acworth/..."
-84.913185, 34.376395,"Taco Bell Adairsvill..."
-86.805275, 33.22997,"Taco Bell Alabaste..."
-84.10353, 31.570771,"Taco Bell Albany/..."
-84.176122, 31.597099,"Taco Bell Albany/..."
-86.217115, 34.280205,"Taco Bell Albertvill..."
-85.961342, 32.92496,"Taco Bell Alexander Cit..."
-84.296345, 34.071477,"Taco Bell Alpharett..."
-84.223918, 34.047374,"Taco Bell Alpharetta/..."
-84.283254, 34.039588,"Taco Bell Alpharetta/..."
-84.222921, 32.072974,"Taco Bell Americu..."
-85.826674, 33.671982,"Taco Bell Annisto..."
-86.503055, 34.324462,"Taco Bell Ara..."
-86.841402, 34.992219,"Taco Bell Ardmore/..."
-86.97191, 34.795116,"Taco Bell Athens/..."
-86.079099, 34.018008,"Taco Bell Attall..."
-85.499655, 32.571331,"Taco Bell Auburn/..."
-85.479907, 32.609135,"Taco Bell Auburn/..."
-84.60189, 33.858498,"Taco Bell Austel..."
-84.556037, 30.903723,"Taco Bell Bainbridg..."
-87.79328, 30.906033,"Taco Bell Bay Minett..."
-86.889051, 33.556383,"Taco Bell Birmingha..."
-86.724876, 33.524131,"Taco Bell Birmingham/..."
-86.684056, 33.635282,"Taco Bell Birmingham/..."
-86.694742, 33.59453,"Taco Bell Birmingham/..."
-86.875722, 33.49763,"Taco Bell Birmingham/..."
-86.816966, 33.470013,"Taco Bell Birmingham/..."
-84.293899, 34.8831,"Taco Bell Blue Ridg..."
-86.151229, 34.201107,"Taco Bell Boa..."
-84.011894, 34.095209,"Taco Bell Bufor..."
-86.749777, 33.145076,"Taco Bell Caler..."
-84.420356, 34.176666,"Taco Bell Canto..."
-84.503673, 34.2223,"Taco Bell Canton/..."
-85.057114, 33.587217,"Taco Bell Carrollto..."
-85.073656, 33.544403,"Taco Bell Carrollton/..."
-84.782808, 34.170417,"Taco Bell Cartersvill..."
-84.798907, 34.271508,"Taco Bell Cartersville/..."
-85.254238, 34.016057,"Taco Bell Cedartow..."
-85.692739, 34.161747,"Taco Bell Centr..."
-84.771556, 34.784434,"Taco Bell Chatswort..."
-85.291147, 34.996237,"Taco Bell Chattanooga/..."
-85.267909, 34.888408,"Taco Bell Chickamaug..."
-86.576412, 32.801186,"Taco Bell Clanto..."
-84.946447, 32.555148,"Taco Bell Columbus/1..."
-84.948505, 32.425341,"Taco Bell Columbus/1..."
-84.955342, 32.519196,"Taco Bell Columbus/1..."
-84.919767, 32.465342,"Taco Bell Columbus/..."
-84.987592, 32.472496,"Taco Bell Columbus/..."
-84.935962, 32.484926,"Taco Bell Columbus/..."
-84.88839, 32.524378,"Taco Bell Columbus/..."
-84.011856, 33.648244,"Taco Bell Conyers/..."
-86.566652, 30.731386,"Taco Bell Crestvie..."
-86.836665, 34.158008,"Taco Bell Cullma..."
-86.873404, 34.206722,"Taco Bell Cullman/..."
-84.088239, 34.252214,"Taco Bell Cummin..."
-84.135598, 34.196869,"Taco Bell Cumming/..."
-85.714414, 31.306794,"Taco Bell Daleville/..."
-84.82554, 33.911058,"Taco Bell Dalla..."
-84.995121, 34.760682,"Taco Bell Dalto..."
-84.922717, 34.771985,"Taco Bell Dalton/..."
-84.962282, 34.796417,"Taco Bell Dalton/.."
-87.912144, 30.654113,"Taco Bell Daphn..."
-84.215646, 33.715798,"Taco Bell Decatur/..."
-86.973028, 34.571424,"Taco Bell Decatur/..."
-87.014351, 34.571839,"Taco Bell Decatur/..."
-84.268396, 33.701519,"Taco Bell Decatur/..."
-84.267319, 33.75433,"Taco Bell Decatur/..."
-87.821677, 32.503039,"Taco Bell Demopoli..."
-86.498396, 30.392476,"Taco Bell Desti..."
-87.064921, 33.757265,"Taco Bell Dor..."
-84.248611, 33.887468,"Taco Bell Doravill..."
-85.361015, 31.216447,"Taco Bell Dotha..."
-85.432143, 31.226023,"Taco Bell Dothan/..."
-85.459825, 31.236691,"Taco Bell Dothan/..."
-84.766099, 33.718512,"Taco Bell Douglasvill..."
-84.722356, 33.75154,"Taco Bell Douglasville/..."
-84.169905, 34.003114,"Taco Bell Dulut..."
-84.133918, 33.958057,"Taco Bell Duluth/..."
-84.487535, 34.679723,"Taco Bell East Ellija..."
-85.21302, 34.989837,"Taco Bell East Ridg..."
-84.243415, 33.61915,"Taco Bell Ellenwoo..."
-85.831362, 31.32318,"Taco Bell Enterpris..."
-86.953648, 31.440529,"Taco Bell Evergreen/..."
-87.817117, 33.717496,"Taco Bell Fayett..."
-84.4473, 33.47132,"Taco Bell Fayetteville/1..."
-87.681448, 34.820847,"Taco Bell Florence/..."
-87.644081, 34.825527,"Taco Bell Florence/..."
-87.68332, 30.39371,"Taco Bell Fole..."
-84.357866, 33.632727,"Taco Bell Forest Par..."
-85.22637, 34.944183,"Taco Bell Fort Oglethorp..."
-85.750809, 34.437096,"Taco Bell Fort Payn..."
-86.607497, 30.416551,"Taco Bell Fort Walton Beac..."
-86.638431, 30.448367,"Taco Bell Fort Walton Beach/..."
-85.983625, 34.007986,"Taco Bell Gadsde..."
-86.819279, 33.652223,"Taco Bell Gardendal..."
-85.893043, 31.046207,"Taco Bell Geneva/..."
-86.630853, 31.835933,"Taco Bell Greenville/..."
-84.273798, 33.24722,"Taco Bell Griffi..."
-84.291274, 33.27757,"Taco Bell Griffin/..."
-87.163888, 30.357759,"Taco Bell Gulf Breez..."
-86.307539, 34.342547,"Taco Bell Guntersvill..."
-87.620375, 34.21147,"Taco Bell Haleyvill..."
-87.989494, 34.118399,"Taco Bell Hamilto..."
-86.482886, 34.658019,"Taco Bell Hampton Cov..."
-84.325086, 33.448592,"Taco Bell Hampton/..."
-86.939999, 34.436985,"Taco Bell Hartsell..."
-86.855317, 33.283584,"Taco Bell Helena/..."
-84.754816, 33.891307,"Taco Bell Hira..."
-85.864831, 33.985575,"Taco Bell Hokes Bluf..."
-86.826613, 33.444114,"Taco Bell Homewood/..."
-86.984822, 33.450442,"Taco Bell Hueytow..."
-86.48607, 34.764965,"Taco Bell Huntsvill..."
-86.662532, 34.741158,"Taco Bell Huntsville/..."
-86.581582, 34.690282,"Taco Bell Huntsville/..."
-86.578994, 34.719613,"Taco Bell Huntsville/..."
-86.567058, 34.634183,"Taco Bell Huntsville/..."
-86.590082, 34.761813,"Taco Bell Huntsville/..."
-86.633875, 34.7348,"Taco Bell Huntsville/..."
-85.770014, 33.785605,"Taco Bell Jacksonville/..."
-84.460905, 34.466038,"Taco Bell Jaspe..."
-87.279978, 33.849014,"Taco Bell Jasper/..."
-84.363476, 33.528193,"Taco Bell Jonesboro/..."
-84.59126, 34.000145,"Taco Bell Kennesa..."
-84.592806, 34.057823,"Taco Bell Kennesaw/..."
-85.280165, 34.720804,"Taco Bell La Fayett..."
-85.028938, 33.051273,"Taco Bell Lagrang..."
-84.057706, 33.889469,"Taco Bell Lawrenceville/..."
-84.061032, 33.951387,"Taco Bell Lawrenceville/..."
-84.007838, 33.965479,"Taco Bell Lawrenceville/..."
-86.522897, 33.560223,"Taco Bell Leed..."
-86.122022, 33.594359,"Taco Bell Lincoln/..."
-84.607621, 33.77988,"Taco Bell Lithia Spring..."
-84.168202, 33.702531,"Taco Bell Lithoni..."
-84.091365, 33.692266,"Taco Bell Lithonia/..."
-84.124288, 33.352214,"Taco Bell Locust Grov..."
-85.649286, 30.22841,"Taco Bell Lynn Have..."
-86.747007, 34.752697,"Taco Bell Madiso..."
-86.749702, 34.677279,"Taco Bell Madison/..."
-85.204831, 30.769426,"Taco Bell Mariann..."
-85.183965, 30.701555,"Taco Bell Marianna/..."
-84.574871, 33.924482,"Taco Bell Mariett..."
-84.528291, 34.019885,"Taco Bell Marietta/..."
-84.624444, 33.945438,"Taco Bell Marietta/..."
-86.653669, 30.417628,"Taco Bell Mary Esthe..."
-84.177113, 33.431706,"Taco Bell McDonoug..."
-84.142253, 33.507746,"Taco Bell McDonough/..."
-86.571043, 34.872024,"Taco Bell Meridianvill..."
-87.062585, 30.606722,"Taco Bell Milto..."
-86.352962, 30.37771,"Taco Bell Miramar Beac..."
-86.215604, 32.381582,"Taco Bell Montgomer..."
-86.2172, 32.359559,"Taco Bell Montgomery/..."
-86.269979, 32.364153,"Taco Bell Montgomery/..."
-86.325015, 32.326279,"Taco Bell Montgomery/..."
-84.330193, 33.568475,"Taco Bell Morro..."
-84.338763, 33.585846,"Taco Bell Morrow/..."
-87.273815, 34.482976,"Taco Bell Moulto..."
-87.667791, 34.742044,"Taco Bell Muscle Shoal..."
-86.860631, 30.401676,"Taco Bell Navarr..."
-84.771023, 33.390683,"Taco Bell Newna..."
-86.495114, 30.522572,"Taco Bell Nicevill..."
-84.174881, 33.9268,"Taco Bell Norcros..."
-84.206639, 33.909201,"Taco Bell Norcross/..."
-84.256601, 33.96715,"Taco Bell Norcross/..."
-87.575333, 33.239126,"Taco Bell Northpor..."
-86.470697, 33.949936,"Taco Bell Oneonta/..."
-85.41445, 32.637154,"Taco Bell Opelik..."
-85.826812, 33.606589,"Taco Bell Oxfor..."
-85.657311, 31.447495,"Taco Bell Ozar..."
-87.162921, 30.599281,"Taco Bell Pac..."
-85.591198, 30.157708,"Taco Bell Panama Cit..."
-85.887113, 30.221191,"Taco Bell Panama City Beac..."
-85.757511, 30.188307,"Taco Bell Panama City Beach/..."
-85.83407, 30.192338,"Taco Bell Panama City Beach/..."
-85.711394, 30.190097,"Taco Bell Panama City/..."
-84.569057, 33.375958,"Taco Bell Peachtree Cit..."
-86.278622, 33.583663,"Taco Bell Pell Cit..."
-87.266033, 30.349378,"Taco Bell Pensacol..."
-87.206052, 30.478469,"Taco Bell Pensacola/..."
-87.240548, 30.445296,"Taco Bell Pensacola/..."
-87.276755, 30.404679,"Taco Bell Pensacola/..."
-87.219719, 30.511463,"Taco Bell Pensacola/..."
-87.299702, 30.45806,"Taco Bell Pensacola/..."
-87.262229, 30.533164,"Taco Bell Pensacola/..."
-85.030559, 32.48032,"Taco Bell Phenix Cit..."
-85.610591, 33.933808,"Taco Bell Piedmont/..."
-86.67977, 33.696915,"Taco Bell Pinso..."
-84.671275, 33.858934,"Taco Bell Powder Spring..."
-86.450833, 32.462502,"Taco Bell Prattvill..."
-85.848196, 34.492949,"Taco Bell Rainsvill..."
-85.136345, 34.901154,"Taco Bell Ringgol..."
-84.413382, 33.564151,"Taco Bell Riverdal..."
-85.039649, 34.011096,"Taco Bell Rockmar..."
-85.161119, 34.244093,"Taco Bell Rome/..."
-85.229599, 34.272015,"Taco Bell Rome/..."
-84.334729, 34.027895,"Taco Bell Roswel..."
-87.7164, 34.518362,"Taco Bell Russellvill..."
-86.034065, 34.649837,"Taco Bell Scottsbor..."
-87.036154, 32.431612,"Taco Bell Selm..."
-84.670408, 33.407997,"Taco Bell Sharpsbur..."
-84.023179, 33.856516,"Taco Bell Snellvill..."
-86.023705, 33.929611,"Taco Bell Southsid..."
-87.851786, 30.669595,"Taco Bell Spanish For..."
-84.237566, 33.504658,"Taco Bell Stockbridg..."
-84.275044, 33.549829,"Taco Bell Stockbridge/..."
-84.107251, 33.824114,"Taco Bell Stone Mountai..."
-84.224516, 33.796264,"Taco Bell Stone Mountain/..."
-84.165997, 34.072957,"Taco Bell Suwane..."
-84.07354, 34.063779,"Taco Bell Suwanee/..."
-84.049344, 34.026711,"Taco Bell Suwanee/..."
-86.081123, 33.435038,"Taco Bell Talladeg..."
-84.249817, 30.506038,"Taco Bell Tallahasse..."
-84.315552, 30.486758,"Taco Bell Tallahassee/..."
-84.35516, 30.459515,"Taco Bell Tallahassee/..."
-84.306815, 30.449122,"Taco Bell Tallahassee/..."
-84.220516, 30.427835,"Taco Bell Tallahassee/..."
-84.280756, 30.409891,"Taco Bell Tallahassee/..."
-85.285442, 33.736104,"Taco Bell Tallapoos..."
-86.770582, 33.58567,"Taco Bell Tarran..."
-84.333108, 32.917123,"Taco Bell Thomasto..."
-84.016497, 30.783349,"Taco Bell Thomasvill..."
-87.737701, 31.935914,"Taco Bell Thomasville/..."
-85.519289, 34.8709,"Taco Bell Trenton/..."
-85.936073, 31.777472,"Taco Bell Tro..."
-86.614754, 33.63933,"Taco Bell Trussvill..."
-84.209277, 33.854978,"Taco Bell Tucke..."
-87.569628, 33.205302,"Taco Bell Tuscaloos..."
-87.521815, 33.168176,"Taco Bell Tuscaloosa/..."
-85.692774, 32.422457,"Taco Bell Tuskege..."
-84.540661, 33.569202,"Taco Bell Union Cit..."
-85.174771, 32.827744,"Taco Bell Valle..."
-84.937891, 33.724109,"Taco Bell Villa Ric..."
-86.820487, 33.810924,"Taco Bell Warrio..."
-86.20775, 32.524115,"Taco Bell Wetumpk..."
-87.757477, 33.926654,"Taco Bell Winfiel..."
-84.56005, 34.113051,"Taco Bell Woodstoc..."
